"State","County","Collection Date","Date Detected","HPAI Strain","Bird Species","WOAH Classification","Sampling Method","Submitting Agency"
"Florida","Brevard","02/21/2022","03/04/2022","EA H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/21/2022","03/04/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/21/2022","03/04/2022","EA H5","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/12/2022","03/04/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/18/2022","03/04/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"North Carolina","Wake","02/14/2022","03/04/2022","EA/AM H5N1","Red-shouldered hawk","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"North Carolina","Dare","02/22/2022","03/04/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"Georgia","Glynn","02/24/2022","03/04/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","GA DNR/SCWDS"
"Georgia","Camden","02/24/2022","03/04/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","GA DNR/SCWDS"
"Georgia","Camden","02/24/2022","03/04/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","GA DNR/SCWDS"
"Georgia","Camden","02/24/2022","03/04/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","GA DNR/SCWDS"
"Georgia","Camden","02/24/2022","03/04/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","GA DNR/SCWDS"
"Georgia","Camden","02/24/2022","03/04/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","GA DNR/SCWDS"
"Florida","Martin","02/28/2022","03/04/2022","EA/AM H5N1","Duck (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"New Hampshire","Strafford","02/22/2022","03/02/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NH FGD/NWDP/USGS"
"New Hampshire","Strafford","02/22/2022","03/02/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NH FGD/NWDP/USGS"
"New Hampshire","Strafford","02/22/2022","03/02/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","NH FGD/NWDP/USGS"
"Florida","Charlotte","02/24/2022","03/02/2022","EA/AM H5N1","Lesser scaup","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"South Carolina","Charleston","02/26/2022","03/02/2022","EA/AM H5N1","Bald eagle","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"South Carolina","Charleston","02/26/2022","03/02/2022","EA/AM H5N1","Bald eagle","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Tennessee","Obion","02/13/2022","03/01/2022","EA H5","Wood duck","Wild bird","Hunter harvest","NWDP"
"Tennessee","Obion","02/13/2022","03/01/2022","EA H5N1","Wood duck","Wild bird","Hunter harvest","NWDP"
"Massachusetts","Barnstable","02/09/2022","03/01/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"Massachusetts","Barnstable","02/09/2022","03/01/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","MA DFW/USGS"
"New Hampshire","Rockingham","02/16/2022","03/01/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Florida","Brevard","02/23/2022","03/01/2022","EA/AM H5N1","Bald eagle","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"New York","Suffolk","02/21/2022","02/26/2022","EA H5N1","Sanderling","Wild bird","Morbidity/Mortality","NY DEC"
"Florida","Brevard","02/13/2022","02/26/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/USGS"
"Florida","Brevard","02/16/2022","02/26/2022","EA/AM H5N1","Bald eagle","Wild bird","Morbidity/Mortality","USFWS/SCWDS"
"Florida","Volusia","02/18/2022","02/26/2022","EA H5N1","Royal tern","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Volusia","02/18/2022","02/26/2022","EA H5N1","Royal tern","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Volusia","02/18/2022","02/26/2022","EA/AM H5N1","Lesser scaup","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"South Carolina","Charleston","02/22/2022","02/24/2022","EA H5","Gull (unidentified)","Captive wild bird","Morbidity/Mortality","Private (non-government) submission"
"Kentucky","Henderson","02/08/2022","02/23/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"Kentucky","Henderson","02/08/2022","02/23/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"Kentucky","Henderson","02/08/2022","02/23/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"Kentucky","Henderson","02/08/2022","02/23/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"Maine","Washington","02/06/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Maine","Washington","02/06/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Maine","Washington","02/06/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Maine","Washington","02/06/2022","02/23/2022","EA H5N1","American black duck","Wild bird","Live bird","NWDP"
"Maine","Washington","02/06/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Maine","Washington","02/06/2022","02/23/2022","EA H5N1","American black duck","Wild bird","Live bird","NWDP"
"Kentucky","Breckinridge","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Kentucky","Breckinridge","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Kentucky","Breckinridge","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Kentucky","Breckinridge","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/16/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/16/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/16/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/16/2022","02/23/2022","EA H5N1","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/16/2022","02/23/2022","EA H5N1","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/16/2022","02/23/2022","EA H5N1","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/16/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/17/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Connecticut","New Haven","02/17/2022","02/23/2022","EA H5","American black duck","Wild bird","Live bird","NWDP"
"Alabama","Limestone","02/05/2022","02/23/2022","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Jersey","Cape May","02/07/2022","02/23/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Florida","Brevard","02/16/2022","02/18/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/16/2022","02/18/2022","EA/AM H5N1","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/16/2022","02/18/2022","EA H5","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Florida","Brevard","02/16/2022","02/18/2022","EA H5","Lesser scaup","Wild bird","Morbidity/Mortality","FL FWCC/SCWDS"
"Kentucky","Ballard","02/08/2022","02/17/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","KY DFW/SCWDS"
"Kentucky","Ballard","02/08/2022","02/17/2022","EA H5N1","Snow goose","Wild bird","Morbidity/Mortality","KY DFW/SCWDS"
"North Carolina","Carteret","02/02/2022","02/17/2022","EA H5","Redhead duck","Wild bird","Morbidity/Mortality","NC WRC/SCWDS"
"Florida","Brevard","02/14/2022","02/17/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Florida","Brevard","02/16/2022","02/17/2022","EA/AM H5N1","Black vulture","Wild bird","Morbidity/Mortality","Private (non-government) submission"
"Delaware","Kent","02/04/2022","02/17/2022","EA H5N1","Canada goose","Wild bird","Morbidity/Mortality","USFWS/USGS"
"Delaware","Kent","01/31/2022","02/16/2022","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"Delaware","Kent","01/27/2022","02/16/2022","EA H5","American black duck","Wild bird","Hunter harvest","NWDP"
"Delaware","Kent","01/31/2022","02/16/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"Delaware","Kent","01/31/2022","02/16/2022","EA H5","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"Delaware","Kent","01/28/2022","02/16/2022","EA H5","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","American wigeon","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Northern pintail","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","02/05/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","02/05/2022","02/16/2022","EA H5","Mallard","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Currituck","02/01/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","02/01/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","02/01/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","02/01/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","02/01/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","02/01/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","02/01/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Grafton","02/02/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Grafton","02/02/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"New Hampshire","Grafton","02/02/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"North Carolina","Hyde","01/31/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/31/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/31/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/31/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/31/2022","02/16/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/28/2022","02/16/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"Connecticut","New London","02/02/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Virginia","Virginia Beach","01/29/2022","02/16/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5N1","Northern shoveler","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Craven","01/29/2022","02/16/2022","EA H5N1","Wood duck","Wild bird","Hunter harvest","NWDP"
"Georgia","Hart","01/30/2022","02/16/2022","EA H5N1","Gadwall","Wild bird","Hunter harvest","NWDP"
"Georgia","Hart","01/30/2022","02/16/2022","EA H5N1","American wigeon","Wild bird","Hunter harvest","NWDP"
"North Carolina","Beaufort","01/29/2022","02/16/2022","EA H5","Wood duck","Wild bird","Hunter harvest","NWDP"
"North Carolina","Hyde","01/29/2022","02/16/2022","EA H5N1","Green-winged teal","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","American wigeon","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Mallard","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/29/2022","02/16/2022","EA H5","Gadwall","Wild bird","Hunter harvest","NWDP"
"North Carolina","Pamlico","01/31/2022","02/16/2022","EA H5","Mallard","Wild bird","Hunter harvest","NWDP"
"North Carolina","Currituck","01/28/2022","02/16/2022","EA H5","Northern shoveler","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","01/28/2022","02/16/2022","EA H5","Northern shoveler","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","01/28/2022","02/16/2022","EA H5","Northern shoveler","Wild bird","Live bird","NWDP"
"North Carolina","Currituck","01/28/2022","02/16/2022","EA H5N1","Northern shoveler","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5N1","Mallard","Wild bird","Live bird","NWDP"
"Connecticut","Middlesex","02/03/2022","02/16/2022","EA H5","Mallard","Wild bird","Live bird","NWDP"
